ID,y
1,69.65957504887979
2,85.67668303649569
3,60.708429395380854
4,69.51272148040442
5,117.82873597924521
6,72.56546629627385
7,22.364780038546122
8,52.475719852325774
9,26.46802259226937
10,74.33826104405414
11,71.69153177295047
12,97.66511100297922
13,71.11681767621354
14,21.83379524734392
15,-4.535325263611689
16,-2.255977561991479
17,67.69251267216191
18,12.43876740262132
19,16.594341858223807
20,33.854752196866755
21,76.24019252214731
22,35.957612956142384
23,-26.67647613471862
24,30.550763997652272
25,41.900124731076865
26,88.6525543677675
27,62.629156619377476
28,39.7504066259529
29,30.37186946848547
30,91.09664145401308
31,80.73434749572746
32,84.11050335263755
33,9.828316639790476
34,102.93095980792785
35,35.21480858275491
36,91.21252421292888
37,18.75941035895051
38,55.83443333712341
39,22.88397782818041
40,73.62152108008041
41,34.58646988693545
42,-2.6438396813587985
43,27.799354276630364
44,7.436715471089393
45,55.77044549259387
46,49.95820172263135
47,40.62961820670415
48,40.84274124695618
49,45.47967423194487
50,60.77706117334936
51,2.8786011083390335
52,57.77535961825581
53,28.088096248775024
54,69.51282329388061
55,32.322568396103826
56,34.641513997989094
57,59.653303697533545
58,51.68120005595091
59,87.78888095939016
60,67.62377207193379
61,40.52378202185566
62,50.348342383203914
63,3.7641876032784936
64,62.94279618240409
65,69.69062436751017
66,22.364381213535257
67,71.81531372377282
68,47.34132800222136
69,67.67210954018381
70,4.571123864125248
71,11.698701167790947
72,50.73125899620452
73,63.828621160122445
74,69.21009695345501
75,55.288396835553584
76,63.32884681128481
77,14.876433787103405
78,51.938914188915085
79,57.32782898625305
80,50.66760513749394
81,84.91238966381249
82,46.20517757661271
83,66.90759062520829
84,89.3011375090804
85,7.275911734571004
86,32.620256723166975
87,41.49195684081802
88,58.58589946941584
89,112.3447300368523
90,65.73130834870119
91,36.08767096988998
92,-7.577698876179689
93,43.701841560987575
94,73.17483623094327
95,58.50654330222645
96,30.576250292676626
97,83.94966137352739
98,102.72422461904694
99,7.002792392199282
100,89.13699315445652
101,49.799800285835815
102,53.285829944751285
103,93.01752874398696
104,55.407470068507784
105,-3.240646421234082
106,85.04030138238059
107,23.95051878754944
108,47.80477615402507
109,65.14453773779596
110,60.273590993662076
111,79.70614769797754
112,52.691442130588335
113,23.587623900265235
114,58.089219512248086
115,77.96014796637962
116,19.187367111313172
117,34.91600733950982
118,40.4862003418645
119,39.29626226437112
120,-28.516942246027533
121,66.88250265584887
122,43.73121998223885
123,104.33343861241983
124,38.076108042492244
125,51.207151864209195
126,21.7503442456485
127,91.06614973911985
128,105.00077643808933
129,7.460755449923088
130,73.31318052397744
131,100.96135067994383
132,83.80571876867607
133,46.61324813975684
134,63.06809156978245
135,-20.249557242804286
136,20.003317196535924
137,80.10162450499682
138,12.306292230899551
139,38.1840490444719
140,57.26967118505928
141,46.50592951691494
142,102.74823700425881
143,7.104590165592597
144,52.681323814696185
145,86.5422605749698
146,0.9415633696767784
147,28.099642335956283
148,32.272634248314986
149,19.930015419437375
150,81.51139156792533
151,-0.33913600524069665
152,81.71610487722518
153,22.58465999243132
154,82.13746746582382
155,59.106181612208346
156,68.58536766060952
157,50.94167511431384
158,29.092748570951876
159,57.96497296808132
160,30.83383667159302
161,34.57165487858887
162,78.90779058070393
163,41.453309647028576
164,83.57884038147186
165,34.591780789527995
166,191.11026995756782
167,77.56177388235776
168,9.71540957902737
169,46.78362249048005
170,14.299925081213985
171,5.257554464798055
172,52.37822262480437
173,67.88785600136158
174,49.27896405020252
175,21.18028176034506
176,-8.069595133749047
177,37.232660028715614
178,68.31034655613664
179,60.881433816228075
180,42.47108492003729
181,50.9732838897247
182,43.890153509767416
183,74.15257018423662
184,76.00632523752039
185,59.4445810010893
186,52.31995412359592
187,68.66791081031144
188,34.79891183399844
189,98.55953140682408
190,13.423136042624751
191,1.300742454972145
192,6.114058772443997
193,46.442109788267466
