ID,y
1,82.18675813380524
2,79.03297840194493
3,57.33409531908927
4,83.30217935290123
5,121.55229901095983
6,45.80063853495777
7,22.77944218772859
8,36.59987923827483
9,23.16359568859014
10,70.50575102841837
11,64.43848704559453
12,102.30535035467891
13,69.75102371875015
14,26.625201619682787
15,8.978530842717172
16,9.735322974700669
17,52.300808667864246
18,22.278784569543415
19,24.515558201676107
20,34.656088511507726
21,69.09554069664681
22,27.1423878113551
23,3.2064062073876416
24,29.751802910395828
25,28.96268107959555
26,84.29323468159937
27,58.20183581846157
28,39.18089557057075
29,35.485972101200645
30,76.97859771905763
31,85.84064404909992
32,61.224893889910824
33,23.47010243409358
34,78.14759968576706
35,55.89736636123269
36,94.05281289375309
37,17.25207018300479
38,50.426496497125704
39,21.35862415929717
40,74.39373497686069
41,30.427804487747853
42,15.251623777095894
43,53.19556060635112
44,19.340846933723945
45,49.57332934323602
46,42.28016755462685
47,61.22820722294258
48,35.157732882527654
49,51.383970191978705
50,58.65841960495241
51,17.84084104296753
52,56.24120676916531
53,35.251460888613295
54,52.81480473301157
55,46.25277891340937
56,24.71933591334645
57,61.911475566241
58,39.63741476327012
59,79.53146318750838
60,68.85307838271355
61,31.284753284441294
62,54.87010159367399
63,13.822241959263998
64,59.14098431547526
65,69.13556014335336
66,28.81568448196708
67,66.78093547463618
68,37.28623819730707
69,61.29642479007531
70,19.28178609494684
71,31.50420930083725
72,51.25041479971773
73,52.81478610900184
74,67.04900106602915
75,58.286926671090164
76,64.0424550317584
77,35.87936634493193
78,62.72870844647668
79,53.89793143710163
80,65.26568296449753
81,63.42705138849068
82,47.43021086443534
83,77.52579577952157
84,53.63736143566519
85,15.082905086811623
86,29.185528617279704
87,33.13171346374035
88,45.12870173418721
89,117.43808242263019
90,57.569330202281044
91,29.98499009464916
92,10.130491691085396
93,46.8560145814289
94,56.455809094891364
95,67.72006010984896
96,29.752184722436294
97,77.88617536433881
98,107.52993341498326
99,25.1227861030624
100,92.82176033982188
101,43.472653669452036
102,54.46628416365975
103,85.06468705549983
104,43.457690092964164
105,14.630324854980834
106,70.21896806896905
107,41.914302449527014
108,46.30008461327626
109,61.74935448832622
110,63.26453215195822
111,72.6543568289345
112,42.78540470697837
113,25.59242061789889
114,57.94343111967589
115,69.24449940808398
116,29.274853459191768
117,32.09451386644606
118,42.50989833742373
119,31.223620117121946
120,3.3563642103139233
121,68.26322746834553
122,48.40663893064876
123,89.43594327563468
124,52.53815289450708
125,39.9715761013751
126,23.541052811421398
127,96.03639736038232
128,105.39731615336899
129,27.334602602972673
130,52.41748556920615
131,96.96781152629282
132,79.22156408596132
133,63.84400233049425
134,49.15338493220428
135,6.5917042317707635
136,24.958557627294255
137,55.89166839713175
138,21.860530107816512
139,32.092269323338606
140,62.75149572276133
141,42.011052989004874
142,110.6407180315612
143,20.518536357471557
144,43.57711470535834
145,81.24694274342717
146,15.004307372187784
147,41.627690240944986
148,31.062161695068088
149,19.595936002199686
150,81.45955982617203
151,14.007141750956098
152,73.22871618314579
153,25.806489532974638
154,75.17035167798012
155,63.735967004239434
156,55.95187310984495
157,50.853996055027416
158,30.162805523781003
159,56.42719110830033
160,25.46850555214318
161,39.21897756047828
162,64.46681126358106
163,40.53124075290746
164,76.1158926695413
165,31.93749321674142
166,177.53928203088375
167,80.47087350698214
168,22.49167880834885
169,44.98891469853499
170,28.127990368856082
171,16.03331455551748
172,52.09140515791342
173,71.26573784695542
174,48.03527912771347
175,24.98791092933786
176,12.003348315193982
177,42.866630792143695
178,71.86428726458735
179,54.98631875910412
180,37.67750620074657
181,61.0488714801623
182,35.63466881088381
183,68.40524597449827
184,70.4974457167747
185,60.25128849763513
186,64.10336460545003
187,51.53175018224431
188,36.648497597901184
189,99.57620644756425
190,19.955741982834176
191,9.847971692459067
192,23.538385907276375
193,42.43969615354822
